timestep,best_fitness,avg_fitness,best_task_food,time
204850,341.49829263013964,58.02533245938905,0.0,393.83432626724243
365400,341.49829263013964,85.54078311123227,0.0,744.3099761009216
527800,416.21798551466736,148.1601006329912,0.0,1091.5236723423004
708700,416.21798551466736,164.04090258584617,0.0,1489.0727643966675
893300,416.21798551466736,230.7482368579246,0.0,1895.8999891281128
1040900,541.7739989964248,182.69880895682996,0.0,2198.9533066749573
1208850,671.3811653265375,276.0273356305978,0.0,2514.6057534217834
1395300,671.3811653265375,336.22397550173537,0.0,2826.3268690109253
1568800,758.1111800771398,408.0130601816412,0.0,3141.6312379837036
1744150,758.1111800771398,427.59512245715393,0.0,3450.3466324806213
1912100,1049.280127537129,434.6091825971728,0.0,3772.271330833435
2080050,1230.8805679568202,438.31963057097175,0.0,4112.086248636246
2260950,1230.8805679568202,588.6542284422535,0.0,4434.5712678432465
2430750,1230.8805679568202,546.3244429030638,0.0,4754.422134637833
2600550,1230.8805679568202,604.7305803629497,0.0,5079.052388906479
2762950,1412.3461008872823,673.128354694329,0.0,5402.719029903412
2945700,1412.3461008872823,803.417002542401,0.0,5720.899216413498
3128450,1412.3461008872823,744.0067681508683,0.0,6034.334637641907
3301950,1412.3461008872823,519.5610473545695,0.0,6340.723785400391
3484700,1412.3461008872823,668.28845894356,0.0,6683.7756860256195
3660050,1412.3461008872823,652.0143595712717,0.0,7013.216971158981
3824300,1412.3461008872823,676.611212744581,0.0,7321.797632694244
3999650,1412.3461008872823,663.4101086327765,0.0,7647.655918598175
4171300,1412.3461008872823,717.7498646690876,0.0,7974.539189815521
4335550,1236.451079467035,557.7896683447983,0.0,8316.422529697418
4490550,1250.125197527012,534.3295829694227,0.0,8627.291925668716
4651100,1250.125197527012,487.10574845119874,0.0,8939.79392695427
4820900,1284.023325421257,686.7104912496635,0.0,9294.735992193222
4970350,1247.2882748846762,451.9190785253282,0.0,9631.400810480118
5130900,1495.649014960092,654.0344828794446,0.0,9977.286285877228
5287750,1495.649014960092,555.2741125031773,0.0,10349.22334599495
5453850,1495.649014960092,791.871718831677,0.0,10711.61687541008
5597750,1335.4504769924247,597.9563107867874,0.0,11054.190810918808
5732400,1335.4504769924247,464.83808937695966,0.0,11377.89441037178
5896650,1335.4504769924247,580.7454637653879,0.0,11722.34930729866
6064600,1335.4504769924247,587.856552678622,0.0,12078.423381090164
6214050,1335.4504769924247,617.9422875002409,0.0,12387.204771757126
6346850,1341.3837379326294,588.4376839732223,0.0,12682.60067152977
6518500,1796.973012365093,638.9512549028043,0.0,13011.254379272461
6680900,1922.151366522884,757.5622396089723,0.0,13334.85312962532
6859950,1922.151366522884,890.7900183775497,0.0,13671.194940567017
7016800,1922.151366522884,845.9589002506757,0.0,13989.801623106003
7160700,1922.151366522884,793.0787993894731,0.0,14302.123273611069
7291650,1922.151366522884,666.2494239328639,0.0,14591.685208320618
7424450,1922.151366522884,600.469696725862,0.0,14899.536019563675
7581300,1922.151366522884,774.5421469419651,0.0,15218.910180091858
7738150,1922.151366522884,841.8267603280497,0.0,15530.578241109848
7850600,1922.151366522884,563.4139133722812,0.0,15817.770932912827
7998200,1922.151366522884,790.7703203574315,0.0,16148.140714406967
8162450,1922.151366522884,618.1296155274679,0.0,16478.768162488937
8297100,1922.151366522884,822.3732240089979,0.0,16773.131427049637
8442850,1922.151366522884,810.4005775239873,0.0,17106.150448322296
8575650,1922.151366522884,803.2002494076227,0.0,17401.76390480995
8706600,1922.151366522884,744.8030176766014,0.0,17693.960184574127
8843100,1922.151366522884,835.1098974062104,0.0,17986.616968393326
8974050,1922.151366522884,774.8720377408707,0.0,18277.041312932968
9136450,1922.151366522884,813.5850352652527,0.0,18598.34285736084
9293300,1922.151366522884,934.2220270005066,0.0,18906.58819127083
9459400,1938.708865388402,826.9947348149101,0.0,19260.35900902748
9625500,1938.708865388402,804.4875384328273,0.0,19571.802716493607
9793450,1938.708865388402,919.073327059763,0.0,19884.536915302277
9937350,1938.708865388402,682.5724303904396,0.0,20177.798417568207
10077550,1938.708865388402,569.7488866739453,0.0,20527.998951673508
10219600,1938.708865388402,613.9487104140625,0.0,20831.478433847427
10394950,1938.708865388402,884.6967947529764,0.0,21167.20676469803
10566600,1981.6872104852246,859.6085613255069,0.0,21476.296084165573
10749350,1981.6872104852246,910.4126002037441,0.0,21821.554270029068
10921000,1981.6872104852246,842.9801503656595,0.0,22136.19251036644
11087100,1981.6872104852246,756.5288966981486,0.0,22442.844517230988
11240250,1981.6872104852246,751.8397557664124,0.0,22743.518026828766
11421150,1981.6872104852246,939.4668097538421,0.0,23053.30449795723
11594650,1981.6872104852246,825.5931456501197,0.0,23368.615728378296
11771850,1981.6872104852246,957.2818475417965,0.0,23674.366171836853
11947200,1994.5350009621025,1031.949920790069,0.0,24006.475596904755
12133650,1889.4345182180743,959.0485790452159,0.0,24356.152607679367
12318250,1889.4345182180743,1169.0227996088183,0.0,24682.33442091942
