recolhas,zmax,fracao_no_teto,dentro,agentes_dentro,travessias,travessias_teto,agentes_atravessam,agentes_presos,campanha,algo,cenario,run,modelo,sha1,seed,erro
70,1.25,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door,3.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_run3.pth,217d26409466,2024,
69,1.17,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door,3.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_run3.pth,217d26409466,2025,
70,1.05,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door,3.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_run3.pth,217d26409466,2026,
51,3.51,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door,4.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_run4.pth,f7e3a81fb800,2024,
50,3.16,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door,4.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_run4.pth,f7e3a81fb800,2025,
48,3.04,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door,4.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_run4.pth,f7e3a81fb800,2026,
71,0.91,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door,5.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_run5.pth,a80acedef13d,2024,
69,5.31,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door,5.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_run5.pth,a80acedef13d,2025,
71,0.91,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door,5.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_run5.pth,a80acedef13d,2026,
69,1.2,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door,6.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_run6.pth,fcb8237596ce,2024,
67,1.1,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door,6.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_run6.pth,fcb8237596ce,2025,
68,1.03,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door,6.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_run6.pth,fcb8237596ce,2026,
22,9.47,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_perception,,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_perception.pth,d68d08be1f6e,2024,
27,10.18,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_perception,,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_perception.pth,d68d08be1f6e,2025,
24,10.08,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_perception,,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_perception.pth,d68d08be1f6e,2026,
71,1.95,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door,7.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_run7.pth,05374b36e1d8,2024,
71,1.69,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door,7.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_run7.pth,05374b36e1d8,2025,
70,1.86,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door,7.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_run7.pth,05374b36e1d8,2026,
21,9.54,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_perception,1.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_perception_run1.pth,b14dc884b8c3,2024,
21,10.27,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_perception,1.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_perception_run1.pth,b14dc884b8c3,2025,
19,10.15,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_perception,1.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_perception_run1.pth,b14dc884b8c3,2026,
18,9.56,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_perception,2.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_perception_run2.pth,36b2a08b5c3c,2024,
20,11.7,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_perception,2.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_perception_run2.pth,36b2a08b5c3c,2025,
21,10.13,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_perception,2.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_perception_run2.pth,36b2a08b5c3c,2026,
22,9.47,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_perception,3.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_perception_run3.pth,edab5ec85805,2024,
27,10.18,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_perception,3.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_perception_run3.pth,edab5ec85805,2025,
24,10.08,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_perception,3.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_perception_run3.pth,edab5ec85805,2026,
7,10.72,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_perception,4.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_perception_run4.pth,fb4e86b7eaca,2024,
6,10.48,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_perception,4.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_perception_run4.pth,fb4e86b7eaca,2025,
6,10.46,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_perception,4.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_perception_run4.pth,fb4e86b7eaca,2026,
16,9.51,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_perception,5.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_perception_run5.pth,3ed1d21fe7de,2024,
22,10.25,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_perception,5.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_perception_run5.pth,3ed1d21fe7de,2025,
16,10.14,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_perception,5.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_perception_run5.pth,3ed1d21fe7de,2026,
3,10.44,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_perception,6.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_perception_run6.pth,2e41354675a3,2024,
4,10.35,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_perception,6.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_perception_run6.pth,2e41354675a3,2025,
0,10.26,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_perception,6.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_perception_run6.pth,2e41354675a3,2026,
3,10.44,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_perception,7.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_perception_run7.pth,788fc577d91e,2024,
4,10.36,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_perception,7.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_perception_run7.pth,788fc577d91e,2025,
0,10.27,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_perception,7.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_perception_run7.pth,788fc577d91e,2026,
90,2.76,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door_bypass,,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_bypass.pth,92298f9cb417,2024,
89,8.01,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door_bypass,,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_bypass.pth,92298f9cb417,2025,
90,2.45,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door_bypass,,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_bypass.pth,92298f9cb417,2026,
90,2.76,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door_bypass,1.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_bypass_run1.pth,287a3a78c2ff,2024,
89,8.01,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door_bypass,1.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_bypass_run1.pth,287a3a78c2ff,2025,
90,2.45,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door_bypass,1.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_bypass_run1.pth,287a3a78c2ff,2026,
86,2.29,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door_bypass,2.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_bypass_run2.pth,7c4149282688,2024,
86,1.7,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door_bypass,2.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_bypass_run2.pth,7c4149282688,2025,
84,2.42,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door_bypass,2.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_bypass_run2.pth,7c4149282688,2026,
73,2.38,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door_bypass,3.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_bypass_run3.pth,0e3a25c5a1f9,2024,
74,1.86,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door_bypass,3.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_bypass_run3.pth,0e3a25c5a1f9,2025,
71,2.48,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door_bypass,3.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_bypass_run3.pth,0e3a25c5a1f9,2026,
83,2.19,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door_bypass,4.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_bypass_run4.pth,826787d8ddc4,2024,
81,3.1,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door_bypass,4.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_bypass_run4.pth,826787d8ddc4,2025,
78,1.77,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door_bypass,4.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_bypass_run4.pth,826787d8ddc4,2026,
92,0.79,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door_bypass,5.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_bypass_run5.pth,b59821fd3914,2024,
90,0.74,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door_bypass,5.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_bypass_run5.pth,b59821fd3914,2025,
89,0.88,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door_bypass,5.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_bypass_run5.pth,b59821fd3914,2026,
90,0.9,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door_bypass,6.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_bypass_run6.pth,d20520fafad9,2024,
89,0.91,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door_bypass,6.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_bypass_run6.pth,d20520fafad9,2025,
83,0.91,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door_bypass,6.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_bypass_run6.pth,d20520fafad9,2026,
43,0.82,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door_bypass,7.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_bypass_run7.pth,fa4a4718c36f,2024,
42,0.83,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door_bypass,7.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_bypass_run7.pth,fa4a4718c36f,2025,
43,0.73,0.0,0,0,0,0,0,0,adaptativo_B1,GNN,cooperative_door_bypass,7.0,results/novelty_adaptativo/week_B_fase1/models/gnn_3d_best_cooperative_door_bypass_run7.pth,fa4a4718c36f,2026,
85,4.86,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,u_wall,,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_u_wall.pth,b67380bdf3ea,2024,
88,4.18,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,u_wall,,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_u_wall.pth,b67380bdf3ea,2025,
81,3.96,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,u_wall,,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_u_wall.pth,b67380bdf3ea,2026,
80,1.91,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,u_wall,1.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_u_wall_run1.pth,5c931faf1feb,2024,
76,1.65,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,u_wall,1.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_u_wall_run1.pth,5c931faf1feb,2025,
80,2.33,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,u_wall,1.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_u_wall_run1.pth,5c931faf1feb,2026,
86,2.17,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,u_wall,2.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_u_wall_run2.pth,df5e27f5375f,2024,
78,2.16,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,u_wall,2.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_u_wall_run2.pth,df5e27f5375f,2025,
84,1.81,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,u_wall,2.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_u_wall_run2.pth,df5e27f5375f,2026,
81,7.46,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,u_wall,3.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_u_wall_run3.pth,acb4760ca352,2024,
88,1.86,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,u_wall,3.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_u_wall_run3.pth,acb4760ca352,2025,
79,2.25,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,u_wall,3.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_u_wall_run3.pth,acb4760ca352,2026,
85,4.86,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,u_wall,4.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_u_wall_run4.pth,a28d2a256a92,2024,
88,4.18,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,u_wall,4.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_u_wall_run4.pth,a28d2a256a92,2025,
81,3.96,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,u_wall,4.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_u_wall_run4.pth,a28d2a256a92,2026,
57,4.63,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,u_wall,5.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_u_wall_run5.pth,43d7ba57ad31,2024,
56,2.24,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,u_wall,5.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_u_wall_run5.pth,43d7ba57ad31,2025,
1,12.22,0.0,19,2,0,0,0,2,adaptativo_B2,GNN,u_wall,5.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_u_wall_run5.pth,43d7ba57ad31,2026,
86,2.98,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,u_wall,6.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_u_wall_run6.pth,8b95a074e192,2024,
82,2.96,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,u_wall,6.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_u_wall_run6.pth,8b95a074e192,2025,
82,1.48,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,u_wall,6.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_u_wall_run6.pth,8b95a074e192,2026,
83,0.74,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,u_wall,7.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_u_wall_run7.pth,03d6ea06f5df,2024,
89,0.93,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,u_wall,7.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_u_wall_run7.pth,03d6ea06f5df,2025,
68,0.97,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,u_wall,7.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_u_wall_run7.pth,03d6ea06f5df,2026,
72,1.44,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_door,1.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_door_run1.pth,cc005c6411eb,2024,
73,0.92,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_door,1.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_door_run1.pth,cc005c6411eb,2025,
71,1.03,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_door,1.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_door_run1.pth,cc005c6411eb,2026,
72,1.44,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_door,,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_door.pth,19ec3fd7215e,2024,
73,0.92,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_door,,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_door.pth,19ec3fd7215e,2025,
71,1.03,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_door,,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_door.pth,19ec3fd7215e,2026,
72,1.63,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_door,2.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_door_run2.pth,cec45023a75d,2024,
69,1.06,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_door,2.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_door_run2.pth,cec45023a75d,2025,
67,0.98,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_door,2.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_door_run2.pth,cec45023a75d,2026,
70,1.25,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_door,3.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_door_run3.pth,217d26409466,2024,
69,1.17,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_door,3.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_door_run3.pth,217d26409466,2025,
70,1.05,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_door,3.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_door_run3.pth,217d26409466,2026,
51,3.51,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_door,4.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_door_run4.pth,f7e3a81fb800,2024,
50,3.16,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_door,4.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_door_run4.pth,f7e3a81fb800,2025,
48,3.04,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_door,4.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_door_run4.pth,f7e3a81fb800,2026,
71,0.91,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_door,5.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_door_run5.pth,a80acedef13d,2024,
69,5.31,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_door,5.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_door_run5.pth,a80acedef13d,2025,
71,0.91,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_door,5.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_door_run5.pth,a80acedef13d,2026,
69,1.2,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_door,6.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_door_run6.pth,fcb8237596ce,2024,
67,1.1,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_door,6.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_door_run6.pth,fcb8237596ce,2025,
68,1.03,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_door,6.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_door_run6.pth,fcb8237596ce,2026,
71,1.95,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_door,7.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_door_run7.pth,05374b36e1d8,2024,
71,1.69,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_door,7.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_door_run7.pth,05374b36e1d8,2025,
70,1.86,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_door,7.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_door_run7.pth,05374b36e1d8,2026,
22,9.47,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_perception,,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_perception.pth,d68d08be1f6e,2024,
27,10.18,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_perception,,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_perception.pth,d68d08be1f6e,2025,
24,10.08,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_perception,,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_perception.pth,d68d08be1f6e,2026,
21,9.54,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_perception,1.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_perception_run1.pth,b14dc884b8c3,2024,
21,10.27,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_perception,1.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_perception_run1.pth,b14dc884b8c3,2025,
19,10.15,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_perception,1.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_perception_run1.pth,b14dc884b8c3,2026,
18,9.56,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_perception,2.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_perception_run2.pth,36b2a08b5c3c,2024,
20,11.7,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_perception,2.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_perception_run2.pth,36b2a08b5c3c,2025,
21,10.13,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_perception,2.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_perception_run2.pth,36b2a08b5c3c,2026,
22,9.47,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_perception,3.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_perception_run3.pth,edab5ec85805,2024,
27,10.18,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_perception,3.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_perception_run3.pth,edab5ec85805,2025,
24,10.08,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_perception,3.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_perception_run3.pth,edab5ec85805,2026,
7,10.72,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_perception,4.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_perception_run4.pth,fb4e86b7eaca,2024,
6,10.48,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_perception,4.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_perception_run4.pth,fb4e86b7eaca,2025,
6,10.46,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_perception,4.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_perception_run4.pth,fb4e86b7eaca,2026,
16,9.51,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_perception,5.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_perception_run5.pth,3ed1d21fe7de,2024,
22,10.25,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_perception,5.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_perception_run5.pth,3ed1d21fe7de,2025,
16,10.14,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_perception,5.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_perception_run5.pth,3ed1d21fe7de,2026,
3,10.44,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_perception,6.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_perception_run6.pth,2e41354675a3,2024,
4,10.35,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_perception,6.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_perception_run6.pth,2e41354675a3,2025,
0,10.26,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_perception,6.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_perception_run6.pth,2e41354675a3,2026,
3,10.44,0.0,0,0,0,0,0,0,adaptativo_B2,GNN,cooperative_perception,7.0,results/novelty_adaptativo/week_B_fase2/models/gnn_3d_best_cooperative_perception_run7.pth,788fc577d91e,2024,
